Codi;Nom;Import;"Venciments Impagats";"Primer venciment impagat";Gestor;"Data última gestió";"Última gestió"
182742;"SMART BOUTIQUE, S.L.                                                                                ";99,34;1;;;;
3578;"GRUPO TOTAL 2000, S.A.                                                                              ";39,69;1;;"Anna Maria Mateo    ";17/09/2024;"GESTIONS COBRO"
188801;"ASECOMEX LOGISTIC S.A                                                                               ";-119,75;1;;"Anna Maria Mateo    ";21/01/2025;"GESTIO DE COBRO"
6186;"DB SCHENKER TARRAGONA                                                                               ";25,00;1;;;;
187248;"REDD PARTS, S.L.U.                                                                                  ";55,35;2;;;;
599;"COSMOPARTNER,S.A.                                                                                   ";124,32;7;;;;
183208;"DHL GLOBAL FORWARDING SPAIN, S.L.                                                                   ";344,58;2;;"Paula Alvariza      ";14/06/2024;"410 - GESTIONS DE COBRAMENT EXPEDICIO. IMPORT A COBRAR: 3006,34"
5817;"DB SCHENKER VIC / JOVITRANS                                                                         ";168,72;1;;"Josep Pereiro       ";04/08/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 192,58 EUR"
283774;"PILAR Y ANDREA EL BURO S.L.                                                                         ";210,15;1;;;;
287527;"MBB GROUP SRL - MY BEST BAG                                                                         ";487,79;2;;;;
100311;"CALSINA CARRE                                                                                       ";1027,29;1;;"Josep Pereiro       ";25/11/2024;"410 - GESTIONS DE COBRAMENT EXPEDICIO. IMPORT A COBRAR: 443,16"
125329;"BODEGAS LUZON, S.L.                                                                                 ";264,63;2;;;;
2820;"KRAFFT,S.L.                                                                                         ";498,06;1;;"Anna Maria Mateo    ";20/01/2023;"ENVIAT E-MAIL RECLAMCIO DEUEN DOS MESOS"
3197;"SEITRANS,S.A.                                                                                       ";164,61;2;;"Josep Pereiro       ";08/07/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 120,01 EUR"
285225;"IBERSANTJUST S.L.                                                                                   ";110,36;1;;;;
1661;"SOCIEDAD DE SERVICIOS LOGISTICOS SDA CENTRAL,S.L.                                                   ";30,02;1;;;;
285635;"INDUSTRIAS CARNICAS LORIENTE-INCARLOPSA                                                             ";169,99;3;;;;
286580;"LEPECO SL - MIDTOWN -                                                                               ";30,58;18;31/10/2024;"Anna Maria Mateo    ";04/09/2025;"GESTIO DE COBRO"
188122;"TECHNIC STONE 2020 SL                                                                               ";85,18;1;;;;
100708;"LA BUGADERIA                                                                                        ";158,66;2;24/12/2024;;;
286124;"MOTOR TARREGA CONSTRUTEC                                                                            ";168,42;2;;;;
195;"DB SCHENKER LLEIDA                                                                                  ";4159,73;5;22/04/2025;"Josep Pereiro       ";27/05/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 492,75 EUR"
283455;"OTSO                                                                                                ";30,00;1;;"Carles Porta Miró   ";21/01/2022;"GESTIONS COBRO"
4162;"DAPA,S.L.                                                                                           ";79,44;4;07/02/2025;"Anna Maria Mateo    ";28/04/2023;"GESTIO DE COBRO"
189051;"MOSCA MARITMO, S.L.                                                                                 ";625,00;1;;;;
287524;"FABRICA DE EMBUTIDOS BELISARIO BARRIGA S.A.                                                         ";147,34;1;;;;
128970;"VANDEMOORTELE EUROPE N.V. SUCURSAL EN ESPANA                                                        ";-316,27;2;27/03/2025;;;
129876;"MINTEX PROMOCIONES, S.L.                                                                            ";259,11;2;28/03/2025;;;
286328;"INTEGRAL FOOD,S.A.                                                                                  ";630,56;5;;;;
184320;"CAT ESPAÑA LOG. CARGO, S.L.U.                                                                       ";120,80;2;07/05/2025;"Josep Clauso        ";29/09/2023;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 1.205,64 EUR"
130037;"ARTDENIA, S.L.  SAMARKANDA                                                                          ";348,03;1;;;;
188237;"DUPLEX PARK SL                                                                                      ";248,28;3;;"Anna Maria Mateo    ";16/11/2023;"gestio de cobro"
129549;"FRESHZILLA,LTD.                                                                                     ";174,41;2;;;;
282102;"PRODUCTOS SECO,.S.L.                                                                                ";198,50;1;;;;
287559;"CUVO FOODS, S.L.                                                                                    ";54,20;2;;;;
600041;"ENRIC ROCA,S.A.                                                                                     ";57,71;1;;;;
130039;"OTSO THINK SPORT SL                                                                                 ";3471,23;3;02/06/2025;;;
189207;"ESCUT SECURITY SERVICES, SLU                                                                        ";913,49;1;;"Josep Pereiro       ";29/04/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 7.258,84 EUR"
287673;"LOGISTA RETAIL S.A.                                                                                 ";40,80;1;;;;
187165;"ONKA ENTRERPRISE, S.L.                                                                              ";3433,06;4;11/08/2025;;;
100678;"PROFIMATICA, S.L. SHARP - GRUPO SOLITIUM                                                            ";11,47;1;;;;
285360;"IRONMAN ANDORRA                                                                                     ";403,06;4;20/08/2024;;;
285748;"CARNICAS PLACIDO, S.L.                                                                              ";75,90;1;;;;
130229;"ARCHIMIDES PRO                                                                                      ";1005,33;2;;;;
182900;"FRANS BONHOMME ESPAÑA,S.L.U.                                                                        ";-313,81;2;18/08/2025;;;
186970;"TRANSPORTES JESUS GIL E HIJOS, S.L.                                                                 ";499,71;1;;;;
287340;"PALACIOS ROCA,S.A.U.                                                                                ";22,52;1;;;;
189196;"OCELL RINGS                                                                                         ";-127,00;4;08/07/2025;;;
280779;"MENJAR DE VERITAT,S.L.U. (VERITAS)                                                                  ";157,40;1;;;;
126761;"JULIAN RAMOS TABARES, S.L.                                                                          ";-16,45;2;18/09/2025;;;
283313;"INSTRUMENTOS MUSICALES GLEZSAMUSIC S.L.U.                                                           ";110,29;2;31/07/2025;;;
286466;"MECAPLUS, S.L.                                                                                      ";24,49;1;;;;
287703;"ICECARCENTER                                                                                        ";4,97;2;11/08/2025;;;
188432;"IBERICOS BENITO S.L.                                                                                ";73,83;1;;;;
255;"SALVESEN LOGISTICA, S.A.                                                                            ";129,97;1;;;;
188904;"CFCARGO                                                                                             ";580,80;1;;;;
283209;"CONFEITARIA CARLOS GONÇALVES LDA.                                                                   ";73,83;1;;;;
286188;"B&C SERVEIS                                                                                         ";4,83;1;;"Josep Pereiro       ";04/03/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 406,74 EUR"
188098;"TRANSPORTES DAVI, S.A / DAVIPLUS                                                                    ";291,61;1;;;;
287529;"ALMA ARGENTINA, SLU                                                                                 ";46,91;1;;;;
130070;"JAMONES IBERICOS BLAZQUEZ                                                                           ";46,91;1;;;;
284208;"GOURM AND DESSERTS - EXCLUSIVE CAKES-SANMAR                                                         ";288,83;3;;;;
180850;"WANZL EQUIPAMIENTO COMERCIAL,S.L.                                                                   ";630,05;1;;;;
182830;"TIRESUR, S.L.                                                                                       ";48,22;1;;;;
187832;"JS TRANS, S.L.                                                                                      ";147,34;1;;;;
1830;"DSV ROAD SPAIN,S.A.U.                                                                               ";314,60;1;;;;
130135;"AUTOPRIMA LEVANTE,S.L.U.                                                                            ";57,71;1;;;;
128663;"ECODIET                                                                                             ";67,90;2;;;;
126011;"CENTRE DE JARDINERIA MONTFERRER, S.L.                                                               ";202,22;1;;;;
181212;"CARNICAS HERMANOS GIAQUINTA, S.L.                                                                   ";263,03;2;;"Carles Porta Miró   ";30/11/2023;"GESTIONS COBRO 2023"
130224;"FLYTRANS ROISSY                                                                                     ";105,95;1;;;;
187754;"HEADBRANDS BEAUTY LUXURY GOLD,S.L.                                                                  ";6,61;1;;"Josep Pereiro       ";09/04/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 2231,61 EUR"
130027;"CIEN POR CIEN SEDA, S.L.                                                                            ";-2,63;2;24/06/2025;;;
287754;"TERESA CARLES MANUFACTURING, S.L.U                                                                  ";40,80;1;;;;
280844;"INDUSTRIAS CARNICAS BARCELONA                                                                       ";97,24;1;;;;
129807;"QUITRACO, S.L.                                                                                      ";40,80;1;;;;
182185;"STOCK LOGISTIC TRANSPORT MADRID,S.L.                                                                ";-2140,19;2;21/08/2025;;;
188443;"OPEN ON MONDAYS GASTROTEXTIL SL                                                                     ";135,27;4;04/11/2024;;;
1677;"AGORA SOLUCIONS LOGISTIQUES,S.L.                                                                    ";625,22;8;;"Didac Melsion       ";20/09/2024;"410 - GESTIONS DE COBRAMENT EXPEDICIO. IMPORT A COBRAR: 25,16"
188737;"HECDANALE SL                                                                                        ";57,14;4;10/07/2024;;;
2221;"DB SCHENKER BARCELONA                                                                               ";8202,28;3;;"Didac Melsion       ";19/09/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 237.01 EUR"
182793;"RDA BADAJOZ                                                                                         ";21,11;1;;;;
767;"VOLPI IMPORT-EXPORT, S.L.                                                                           ";143,87;3;30/12/2024;;;
2478;"HELLMANN WORLDWIDE, S.A.                                                                            ";774,40;1;;;;
125216;"MEDIAPOST SPAIN,S.L.                                                                                ";204,99;1;;;;
181778;"MEDITERRANEAN LOGISTICS PARTNERS / SETRADIS                                                         ";376,28;2;25/03/2024;"Merce munoz         ";16/10/2023;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 113,93 EUR"
182619;"MARTINEZ COBO ,S.L. MC-CARGO                                                                        ";1033,30;1;;"Josep Clauso        ";19/10/2023;"GESTIO DE COBRO"
188968;"INNOVACIÓN Y DESARROLLO DE ADITIVOS, S.L.                                                           ";256,02;4;28/02/2025;"Josep Pereiro       ";31/01/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 197,59 EUR"
1380;"TRANS-CATALA, S.L. CBL                                                                              ";1648,29;4;26/05/2025;"Josep Clauso        ";16/10/2023;"GESTIO DE COBRO"
185976;"POMMA RECAMBIOS SL                                                                                  ";47,46;1;;;;
2714;"TRANSNATUR, S.A.                                                                                    ";1166,96;4;;"IMPRESSIONS AND     ";23/09/2024;"410 - GESTIONS DE COBRAMENT EXPEDICIO. IMPORT A COBRAR: 120,51"
182359;"ESPECIALIDADES ELECTRICAS COMA,S.L.                                                                 ";602,07;3;;"Carles Porta Miró   ";15/01/2024;"GESTIO COBRO"
185058;"MROLO IBERIA S.L.                                                                                   ";181,08;1;;;;
5861;"LOGITERS LOGISTICA,S.A.U.                                                                           ";-6,82;4;30/07/2025;"Josep Pereiro       ";05/06/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 100,43 EUR"
182886;"BRB AMENITIES,S.L.                                                                                  ";648,47;2;;;;
188873;"MASTER AUTOMOCION SL                                                                                ";-27,25;2;27/06/2025;;;
282555;"QUALITY ESPRESSO S.A.                                                                               ";32,58;1;;;;
283500;"GLOBAL FREIGHT INTERNACIONAL,S.A.                                                                   ";371,58;1;;;;
5968;"TRANSPORTES DEL MARESME,S.A.                                                                        ";198,85;1;;;;
281406;"ESTABLIMENTS VIENA, S.A.                                                                            ";36,34;1;;"Anna Maria Mateo    ";07/07/2025;"BONES, AMB AQUESTA CARREGA FALTARIA FACTURAR UN IGI DE 192,13 POTS FACTURAR-L'HO.GRACIES."
